Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
BIG MOOSE FIRE DEPARTMENT,22001,BIG MOOSE ROAD,EAGLE BAY,NY,13331,22,Herkimer,3153573475,43.848964,-74.998,"(43.848964, -74.998)"
CEDARVILLE FIRE DEPARTMENT,22002,960 STATE ROUTE 51,ILION,NY,13357,22,Herkimer,3158225377,42.930954,-75.114118,"(42.930954, -75.114118)"
DOLGEVILLE FIRE DEPARTMENT,22003,20 S HELMER AVENUE,DOLGEVILLE,NY,13329,22,Herkimer,3154298261,43.102632,-74.77331,"(43.102632, -74.77331)"
EAGLE BAY FIRE DEPARTMENT,22004,5516 RT 28 PO BOX 102,EAGLE BAY,NY,13331,22,Herkimer,3153573414,43.81793,-74.87234,"(43.81793, -74.87234)"
EAST HERKIMER FIRE DEPARTMENT,22005,PO BOX 95,HERKIMER,NY,13350,22,Herkimer,3158661140,43.030341,-74.966574,"(43.030341, -74.966574)"
FRANKFORT FIRE DEPARTMENT,22006,158 SOUTH LITCHFIELD STREET,FRANKFORT,NY,13340,22,Herkimer,3158945621,43.038152,-75.073291,"(43.038152, -75.073291)"
FRANKFORT CENTER FIRE DEPARTMENT,22007,799 CENTER ROAD,FRANKFORT,NY,13340,22,Herkimer,3157331937,43.068163,-75.153911,"(43.068163, -75.153911)"
FRANKFORT HILL FIRE DEPARTMENT,22008,2235 ALBANY ROAD,FRANKFORT,NY,13340,22,Herkimer,3155340613,43.03529,-75.184729,"(43.03529, -75.184729)"
HERKIMER FIRE DEPARTMENT,22010,125 N WASHINGTON STREET,HERKIMER,NY,13350,22,Herkimer,3158662242,43.027172,-74.985612,"(43.027172, -74.985612)"
ILION FIRE DEPARTMENT,22011,1 CENTRAL AVENUE,ILION,NY,13357,22,Herkimer,3158946048,43.016373,-75.034995,"(43.016373, -75.034995)"
LITTLE FALLS FIRE DEPARTMENT,22012,659 E MAIN STREET,LITTLE FALLS,NY,13365,22,Herkimer,3158232234,43.044498,-74.856208,"(43.044498, -74.856208)"
MIDDLEVILLE FIRE DEPARTMENT,22013,41 N MAIN ST PO BOX 536,MIDDLEVILLE,NY,13406,22,Herkimer,3158913649,43.13783,-74.92005,"(43.13783, -74.92005)"
MOHAWK FIRE DEPARTMENT,22014,28 COLUMBIA ST PO BOX 261,MOHAWK,NY,13407,22,Herkimer,3158664350,42.9681,-74.97035,"(42.9681, -74.97035)"
NEWPORT FIRE DEPARTMENT,22015,POB 522,NEWPORT,NY,13416,22,Herkimer,3158458129,43.181643,-75.011065,"(43.181643, -75.011065)"
OLD FORGE FIRE DEPARTMENT,22016,114 FULTON ST PO BOX 1170,OLD FORGE,NY,13420,22,Herkimer,3153693424,43.71029,-74.972219,"(43.71029, -74.972219)"
POLAND FIRE DEPARTMENT,22017,11 CASE STREET PO BOX 117,POLAND,NY,13431-0117,22,Herkimer,3158267141,43.225499,-75.063924,"(43.225499, -75.063924)"
SALISBURY FIRE DEPARTMENT,22018,PO BOX 65,SALISBURY CENTER,NY,13454,22,Herkimer,3154295121,43.16,-74.76323,"(43.16, -74.76323)"
SCHUYLER FIRE DEPARTMENT,22019,120 NEWPORT ROAD,UTICA,NY,13502,22,Herkimer,3157322348,43.09976,-75.14985,"(43.09976, -75.14985)"
VAN HORNSVILLE FIRE DEPARTMENT,22020,BOX 6,VAN HORNSVILLE,NY,13475,22,Herkimer,5189933970,42.88874,-74.83381,"(42.88874, -74.83381)"
WEST WINFIELD FIRE DEPARTMENT,22021,PO BOX 158,WEST WINFIELD,NY,13491,22,Herkimer,3158226223,42.85264,-75.17106,"(42.85264, -75.17106)"
ADAMS FIRE DEPARTMENT,23001,6 N MAIN ST PO BOX 52,ADAMS,NY,13605,23,Jefferson,3152324033,43.809476,-76.02401,"(43.809476, -76.02401)"
ADAMS CENTER FIRE DEPARTMENT,23002,13401 N MAIN STREET,ADAMS CENTER,NY,13606,23,Jefferson,3155835533,43.862577,-76.006188,"(43.862577, -76.006188)"
ALEXANDRIA BAY FIRE DEPARTMENT,23003,PO BOX 623,ALEXANDRIA BAY,NY,13607,23,Jefferson,,44.337103,-75.908083,"(44.337103, -75.908083)"
ANTWERP FIRE DEPARTMENT,23004,2 VANBUREN STREET,ANTWERP,NY,13608,23,Jefferson,3156598631,44.198629,-75.606946,"(44.198629, -75.606946)"
BELLEVILLE FIRE DEPARTMENT,23005,7981 NYS RTE 289,BELLEVILLE,NY,13611,23,Jefferson,3158465510,43.78768,-76.13446,"(43.78768, -76.13446)"
BLACK RIVER FIRE DEPARTMENT,23006,218 LERAY ST PO BOX 95,BLACK RIVER,NY,13612,23,Jefferson,3157734522,44.016848,-75.802925,"(44.016848, -75.802925)"
BROWNVILLE FIRE DEPARTMENT,23007,121 BROWN BOULEVARD,BROWNVILLE,NY,13615,23,Jefferson,3157827220,44.00299,-75.9838,"(44.00299, -75.9838)"
CALCIUM FIRE DEPARTMENT,23008,SANFORD RD PO BOX 161,CALCIUM,NY,13616,23,Jefferson,3157826576,44.02904,-75.84522,"(44.02904, -75.84522)"
CAPE VINCENT FIRE DEPARTMENT,23010,214 E BROADWAY ST,CAPE VINCENT,NY,13618,23,Jefferson,3156542004,44.128155,-76.335544,"(44.128155, -76.335544)"
CARTHAGE FIRE DEPARTMENT,23011,317 S WASHINGTON ST,CARTHAGE,NY,13619,23,Jefferson,3154932346,43.972092,-75.589751,"(43.972092, -75.589751)"
CHAMPION FIRE DEPT (TOWN),23012,220 COUNTY RT 47,CARTHAGE,NY,13619,23,Jefferson,3154932099,43.97989,-75.60827,"(43.97989, -75.60827)"
CHAUMONT FIRE DEPARTMENT,23013,PO BOX 158,CHAUMONT,NY,13622,23,Jefferson,3156492410,44.07332,-76.1464,"(44.07332, -76.1464)"
CLAYTON FIRE DEPARTMENT,23014,855 GRAVES STREET,CLAYTON,NY,13624,23,Jefferson,3156865731,44.232287,-76.075919,"(44.232287, -76.075919)"
DEFERIET FIRE DEPARTMENT,23015,101 RIVERSIDE DRIVE,DEFERIET,NY,13628,23,Jefferson,3152865623,43.976265,-75.612224,"(43.976265, -75.612224)"
DEPAUVILLE FIRE DEPARTMENT,23016,15231 SCHOOL STREET,DEPAUVILLE,NY,13632,23,Jefferson,3156863795,44.138462,-76.066251,"(44.138462, -76.066251)"
DEXTER FIRE DEPARTMENT,23017,PO BOX 74,DEXTER,NY,13634,23,Jefferson,3156396271,43.979552,-76.206734,"(43.979552, -76.206734)"
ELLISBURG FIRE DEPARTMENT,23019,11901 ST RTE 193,ELLISBURG,NY,13636,23,Jefferson,3158465555,43.73747,-76.12578,"(43.73747, -76.12578)"
EVANS MILLS FIRE DEPARTMENT,23020,8615 LERAY STREET,EVANS MILLS,NY,13637,23,Jefferson,3156294931,44.07548,-75.8184,"(44.07548, -75.8184)"
FELTS MILLS FIRE DEPARTMENT,23021,30743 NYS ROUTE 3,FELTS MILLS,NY,13638,23,Jefferson,3157732604,44.01816,-75.7656,"(44.01816, -75.7656)"
FISHERS LANDING FIRE DEPARTMENT,23022,42038 CO RTE 195,FISHERS LANDING,NY,13641,23,Jefferson,3156862924,44.27738,-76.00709,"(44.27738, -76.00709)"
GLEN PARK FIRE DEPARTMENT,23023,630 MAIN ST,GLEN PARK,NY,13601,23,Jefferson,3157825674,43.999812,-75.957651,"(43.999812, -75.957651)"
GREAT BEND FIRE DEPARTMENT,23024,32768 NYS RTE 26,GREAT BEND,NY,13643,23,Jefferson,3154932258,44.03381,-75.71935,"(44.03381, -75.71935)"
HENDERSON FIRE DEPARTMENT,23025,8939 STATE RTE 178,HENDERSON,NY,13650,23,Jefferson,3159385032,43.845811,-76.181167,"(43.845811, -76.181167)"
LA FARGEVILLE FIRE DEPT,23027,20411 SUNRISE AVE POB 121,LA FARGEVILLE,NY,13656,23,Jefferson,3156582919,44.19396,-75.96636,"(44.19396, -75.96636)"
LORRAINE FIRE DEPARTMENT,23028,20876 CO RTE 189,LORRAINE,NY,13659,23,Jefferson,3152322601,43.75342,-75.89153,"(43.75342, -75.89153)"
MANNSVILLE FIRE DEPARTMENT,23029,310 S MAIN ST PO BOX 460,MANNSVILLE,NY,13661,23,Jefferson,3154657000,43.71825,-76.10882,"(43.71825, -76.10882)"
NATURAL BRIDGE FIRE DEPARTMENT,23031,27570 HIGH STREET,NATURAL BRIDGE,NY,13665,23,Jefferson,3156449898,44.067669,-75.495334,"(44.067669, -75.495334)"
NORTHPOLE FIRE DEPARTMENT,23032,22334 US RTE 11,WATERTOWN,NY,13601,23,Jefferson,3157889020,44.000338,-75.900468,"(44.000338, -75.900468)"
OXBOW FIRE DEPARTMENT,23033,37635 CO RTE 25,ANTWERP,NY,13608-4117,23,Jefferson,3152879898,44.286961,-75.620892,"(44.286961, -75.620892)"
PAMELIA FIRE DEPARTMENT,23034,25082 CO RTE 16,EVANS MILLS,NY,13736,23,Jefferson,3156295260,42.31332,-76.19317,"(42.31332, -76.19317)"
PHILADELPHIA FIRE DEPARTMENT,23035,1 ANTWERP STREET,PHILADELPHIA,NY,13673,23,Jefferson,3156425781,44.158676,-75.705815,"(44.158676, -75.705815)"
PLESSIS FIRE DEPARTMENT,23036,21691 COUNTY ROUTE 3,LA FARGEVILLE,NY,13656,23,Jefferson,3154829752,44.28263,-75.84181,"(44.28263, -75.84181)"
REDWOOD FIRE DEPARTMENT,23037,43676 STINE ROAD,REDWOOD,NY,13679,23,Jefferson,3154823962,44.299312,-75.800588,"(44.299312, -75.800588)"
RODMAN FIRE DEPARTMENT,23038,21495 COUNTY RTE 69,RODMAN,NY,13682,23,Jefferson,3152322966,43.83952,-75.89954,"(43.83952, -75.89954)"
RUTLAND FIRE DEPT (TOWN),23039,28502 STATE RT 126,BLACK RIVER,NY,13612,23,Jefferson,3157884434,43.98885,-75.76688,"(43.98885, -75.76688)"
SACKETS HARBOR FIRE DEPARTMENT,23040,112 N BROAD STREET,SACKETS HARBOR,NY,13685,23,Jefferson,3156462770,43.94679,-76.118219,"(43.94679, -76.118219)"
SMITHVILLE FIRE DEPARTMENT,23041,13727 CO RTE 63,ADAMS,NY,13605,23,Jefferson,3152324160,43.81076,-76.02339,"(43.81076, -76.02339)"
THERESA FIRE DEPT,23042,LOT 8 INDIAN RIVER ESTATES,THERESA,NY,13691,23,Jefferson,3157862601,44.214746,-75.783094,"(44.214746, -75.783094)"
THREE MILE BAY FIRE DEPARTMENT,23044,8581 NYS RTE 12E,THREE MILE BAY,NY,13693,23,Jefferson,3156492888,44.02273,-76.24897,"(44.02273, -76.24897)"
WATERTOWN FIRE DEPT (TOWN),23046,22825 COUNTY RT 67,WATERTOWN,NY,13601,23,Jefferson,3157889101,43.9752,-75.91171,"(43.9752, -75.91171)"
WATERTOWN FIRE DEPT (CITY),23047,224 S MASSEY STREET,WATERTOWN,NY,13601,23,Jefferson,3157857800,43.973698,-75.918694,"(43.973698, -75.918694)"
WELLESLEY-THOUSAND IS FIRE DEPT,23048,PO BOX 1125,THOUSAND ISLAND PARK,NY,13692,23,Jefferson,3154824222,44.28675,-76.02673,"(44.28675, -76.02673)"
WEST CARTHAGE FIRE DEPARTMENT,23049,61 HIGH STREET,WEST CARTHAGE,NY,13619,23,Jefferson,3154931955,43.970405,-75.623047,"(43.970405, -75.623047)"
WORTH FIRE DEPARTMENT,23050,24750 MACKLIN ROAD,LORRAINE,NY,13659-3150,23,Jefferson,3152322659,,,
NEW YORK CITY FIRE DEPARTMENT,24001,9 METROTECH CENTER,BROOKLYN,NY,11201-5884,31,New York,7189992117,40.69384,-73.9871,"(40.69384, -73.9871)"
BEAVER FALLS FIRE DEPARTMENT,25001,9583 MAIN STREET,BEAVER FALLS,NY,13305,25,Lewis,3153466712,43.88756,-75.42521,"(43.88756, -75.42521)"
CASTORLAND FIRE DEPARTMENT,25002,MAIN STREET PO BOX 37,CASTORLAND,NY,13620,25,Lewis,3153766212,43.88967,-75.43976,"(43.88967, -75.43976)"
CONSTABLEVILLE FIRE DEPARTMENT,25003,PO BOX 348,CONSTABLEVILLE,NY,13325,25,Lewis,3153972828,43.562213,-75.427527,"(43.562213, -75.427527)"
COPENHAGEN FIRE DEPARTMENT,25004,PO BOX 364,COPENHAGEN,NY,13626,25,Lewis,3156884103,43.895558,-75.676997,"(43.895558, -75.676997)"
CROGHAN FIRE DEPARTMENT,25005,PO BOX 405,CROGHAN,NY,13327,25,Lewis,3153466164,43.894473,-75.390569,"(43.894473, -75.390569)"
GLENFIELD FIRE DEPARTMENT (3-G),25006,6042 MAIN STREET,GLENFIELD,NY,13343,25,Lewis,3153762135,43.706855,-75.405001,"(43.706855, -75.405001)"
HARRISVILLE FIRE DEPARTMENT,25007,PO BOX 51,HARRISVILLE,NY,13648,25,Lewis,3155432833,44.152225,-75.320459,"(44.152225, -75.320459)"
LOWVILLE FIRE DEPARTMENT,25008,PO BOX 81,LOWVILLE,NY,13367,25,Lewis,3153766827,43.79166,-75.49026,"(43.79166, -75.49026)"
LYONS FALLS FIRE DEPARTMENT,25009,PO BOX 520,LYONS FALLS,NY,13368,25,Lewis,3153488813,43.616694,-75.361024,"(43.616694, -75.361024)"
MARTINSBURG FIRE DEPARTMENT,25010,PO BOX 353,MARTINSBURG,NY,13404,25,Lewis,3153760307,,,
NEW BREMEN FIRE DEPARTMENT,25011,8154 STATE ROUTE 812,LOWVILLE,NY,13367,25,Lewis,3153760364,43.806466,-75.476343,"(43.806466, -75.476343)"
PORT LEYDEN FIRE DEPARTMENT,25012,PO BOX 67,PORT LEYDEN,NY,13433,25,Lewis,3153488575,43.583373,-75.346308,"(43.583373, -75.346308)"
TURIN FIRE DEPARTMENT,25013,4239 NYS RT 26,TURIN,NY,13473,25,Lewis,3153484233,43.56693,-75.82155,"(43.56693, -75.82155)"
WEST LEYDEN FIRE DEPARTMENT,25014,PO BOX 205 ROUTE 26,WEST LEYDEN,NY,13489,25,Lewis,3159425421,43.4823,-75.56105,"(43.4823, -75.56105)"
AVON FIRE DEPARTMENT,26001,74 GENESEE STREET,AVON,NY,14414,26,Livingston,5852268770,42.910934,-77.746424,"(42.910934, -77.746424)"
CALEDONIA FIRE DEPARTMENT,26002,442 ARMSTRONG RD PO BOX 426,MUMFORD,NY,14511,26,Livingston,7165386130,42.973216,-77.855372,"(42.973216, -77.855372)"
CONESUS FIRE DEPARTMENT,26003,PO BOX 216,CONESUS,NY,14435,26,Livingston,5853463460,42.725245,-77.673786,"(42.725245, -77.673786)"
CUYLERVILLE FIRE DEPARTMENT,26005,2949 CANANDAIGUA STREET,LEICESTER,NY,14481,26,Livingston,7163823577,42.777105,-77.871125,"(42.777105, -77.871125)"
DANSVILLE FIRE DEPARTMENT,26006,PO BOX 401,DANSVILLE,NY,14437,26,Livingston,5853357770,42.562069,-77.699436,"(42.562069, -77.699436)"
EAST AVON FIRE DEPARTMENT,26007,BOX 358,AVON,NY,14414,26,Livingston,7162268207,42.90895,-77.73008,"(42.90895, -77.73008)"
GENESEO FIRE DEPARTMENT,26008,PO BOX 428,GENESEO,NY,14454,26,Livingston,7162431200,42.794404,-77.800585,"(42.794404, -77.800585)"
GROVELAND FIRE DEPARTMENT,26009,7428 ROUTE 63,GROVELAND,NY,14462,26,Livingston,5852431441,42.66141,-77.76671,"(42.66141, -77.76671)"
HEMLOCK FIRE DEPARTMENT,26010,4698 MAIN STREET BOX 101,HEMLOCK,NY,14466,26,Livingston,7163672730,42.77233,-77.56982,"(42.77233, -77.56982)"
LAKEVILLE FIRE DEPARTMENT,26011,PO BOX 376,LAKEVILLE,NY,14480,26,Livingston,,42.83651,-77.704076,"(42.83651, -77.704076)"
LEICESTER FIRE DEPARTMENT,26012,PO BOX 144,LEICESTER,NY,14481,26,Livingston,5855336440,42.76139,-77.91142,"(42.76139, -77.91142)"
LIMA FIRE DEPARTMENT,26013,PO BOX 29A,LIMA,NY,14485,26,Livingston,7165821770,42.90367,-77.617382,"(42.90367, -77.617382)"
LIVONIA FIRE DEPARTMENT,26014,5 MAIN STREET PO BOX 151,LIVONIA,NY,14487,26,Livingston,7163462257,42.82176,-77.66757,"(42.82176, -77.66757)"
MT MORRIS FIRE DEPARTMENT,26015,MAIN ST  PO BOX 127,MT MORRIS,NY,14510,26,Livingston,7166583130,42.72331,-77.87265,"(42.72331, -77.87265)"
NUNDA FIRE DEPARTMENT,26016,4 SO STATE ST PO BOX 551,NUNDA,NY,14517,26,Livingston,7164682323,42.59102026,-77.94253671,"(42.59102026, -77.94253671)"
YORK FIRE DEPARTMENT,26017,2667 YORK ROAD W,YORK,NY,14592,26,Livingston,7162433344,42.831132,-77.882033,"(42.831132, -77.882033)"
SPARTA CENTER FIRE DEPARTMENT,26018,5610 SCOTTSBURG-GROVELND RD,SCOTTSBURG,NY,14545,26,Livingston,7163356872,42.618031,-77.682888,"(42.618031, -77.682888)"
SPRINGWATER FIRE DEPARTMENT,26019,8145 SOUTH MAIN STREET,SPRINGWATER,NY,14560,26,Livingston,5856699342,42.629579,-77.598537,"(42.629579, -77.598537)"
WEST SPARTA FIRE DEPARTMENT,26023,4451 RED SCHOOL ROAD,DANSVILLE,NY,14437,26,Livingston,7163353322,42.618307,-77.789748,"(42.618307, -77.789748)"
BRIDGEPORT FIRE DEPARTMENT,27001,PO BOX 600,BRIDGEPORT,NY,13030,27,Madison,3156339048,43.16727,-75.94515,"(43.16727, -75.94515)"
BROOKFIELD FIRE DEPARTMENT,27002,MAIN ST PO BOX 99,BROOKFIELD,NY,13314,27,Madison,3158996251,42.811925,-75.326185,"(42.811925, -75.326185)"
CANASTOTA FIRE DEPARTMENT,27003,PO BOX 81,CANASTOTA,NY,13032,27,Madison,3156972771,43.07812,-75.753198,"(43.07812, -75.753198)"
CAZENOVIA FIRE DEPARTMENT,27004,121 ALBANY STREET,CAZENOVIA,NY,13035,27,Madison,3156552834,42.929933,-75.850825,"(42.929933, -75.850825)"
CHITTENANGO FIRE DEPARTMENT,27005,417 E GENESEE ST PO BOX 356,CHITTENANGO,NY,13037,27,Madison,3156876424,43.049786,-75.865938,"(43.049786, -75.865938)"
DE RUYTER FIRE DEPARTMENT,27006,1663 CORTLAND ST PO BOX 278,DE RUYTER,NY,13052,27,Madison,3153961500,42.71399,-75.8827,"(42.71399, -75.8827)"
EARLVILLE FIRE DEPARTMENT,27007,PO BOX 37,EARLVILLE,NY,13332,27,Madison,6076744926,42.7459,-75.54682,"(42.7459, -75.54682)"
EATON FIRE DEPARTMENT,27008,PO BOX 52,EATON,NY,13334,27,Madison,3156847397,42.850567,-75.611237,"(42.850567, -75.611237)"
ERIEVILLE FIRE DEPARTMENT,27009,4085 EATONBROOK ROAD,ERIEVILLE,NY,13061,27,Madison,3156627375,42.851365,-75.753635,"(42.851365, -75.753635)"
GEORGETOWN FIRE DEPARTMENT,27010,PO BOX 215,GEORGETOWN,NY,13072,27,Madison,3158374645,42.76538,-75.76438,"(42.76538, -75.76438)"
HAMILTON FIRE DEPARTMENT,27011,121 LEBANON STREET,HAMILTON,NY,13346,27,Madison,3158242460,42.822507,-75.550778,"(42.822507, -75.550778)"
HUBBARDSVILLE FIRE DEPARTMENT,27012,PO BOX 847,HUBBARDSVILLE,NY,13355,27,Madison,3156912727,42.81489,-75.42527,"(42.81489, -75.42527)"
LEONARDSVILLE FIRE DEPARTMENT,27013,11306 MILL ST PO BOX 185,LEONARDSVILLE,NY,13364,27,Madison,3158554466,42.80859,-75.25248,"(42.80859, -75.25248)"
LINCOLN FIRE DEPARTMENT,27014,PO BOX 60,CLOCKVILLE,NY,13043,27,Madison,3156979809,43.04153,-75.74476,"(43.04153, -75.74476)"
MADISON FIRE DEPARTMENT,27015,PO BOX 72,MADISON,NY,13402,27,Madison,3158931893,42.89668,-75.51198,"(42.89668, -75.51198)"
MORRISVILLE FIRE DEPARTMENT,27016,MAIN & UNION ST PO BOX 244,MORRISVILLE,NY,13408,27,Madison,3156843214,42.93004,-75.67398,"(42.93004, -75.67398)"
MUNNSVILLE FIRE DEPARTMENT,27017,5210 S MAIN ST,MUNNSVILLE,NY,13409,27,Madison,3154955401,42.99167,-75.584,"(42.99167, -75.584)"
NEW WOODSTOCK FIRE DEPARTMENT,27018,PO BOX 165 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,27,Madison,3156623661,42.83603,-75.86669,"(42.83603, -75.86669)"
NORTH BROOKFIELD FIRE DEPARTMENT,27019,9199 MAIN STREET,NORTH BROOKFIELD,NY,13418,27,Madison,3158612116,42.850587,-75.388952,"(42.850587, -75.388952)"
NORTH CHITTENANGO FIRE DEPT,27020,1699 FYLER RD PO BOX 180,CHITTENANGO,NY,13037,27,Madison,3156876529,43.05325,-75.86708,"(43.05325, -75.86708)"
ONEIDA FIRE DEPARTMENT,27021,109 N MAIN ST PO BOX 550,ONEIDA,NY,13421,27,Madison,3153631910,43.096586,-75.652851,"(43.096586, -75.652851)"
SMITHFIELD FIRE DEPARTMENT,27023,PO BOX 115,PETERBORO,NY,13134,27,Madison,3156843280,42.96727,-75.6856,"(42.96727, -75.6856)"
WAMPSVILLE FIRE DEPARTMENT,27024,NORTH COURT ST PO BOX 51,WAMPSVILLE,NY,13163,27,Madison,3153638171,43.08229,-75.70765,"(43.08229, -75.70765)"
BARNARD FIRE DEPARTMENT,28001,3084 DEWEY AVENUE,ROCHESTER,NY,14616,28,Monroe,5856631113,43.225629,-77.643327,"(43.225629, -77.643327)"
BRIGHTON FIRE DEPARTMENT,28003,3100 EAST AVENUE,ROCHESTER,NY,14610,28,Monroe,7163813200,43.127985,-77.528444,"(43.127985, -77.528444)"
BROCKPORT FIRE DEPARTMENT,28004,38 MARKET STREET,BROCKPORT,NY,14420,28,Monroe,5856371030,43.21568,-77.93358,"(43.21568, -77.93358)"
BUSHNELLS BASIN FIRE DEPARTMENT,28005,661 KREAG ROAD,PITTSFORD,NY,14534,28,Monroe,7162485606,43.061036,-77.476059,"(43.061036, -77.476059)"
CHILI FIRE DEPARTMENT,28006,3231 CHILI AVENUE,ROCHESTER,NY,14624,28,Monroe,7168892873,43.104807,-77.750744,"(43.104807, -77.750744)"
CHURCHVILLE FIRE DEPARTMENT,28007,25 E BUFFALO STREET,CHURCHVILLE,NY,14428,28,Monroe,7162933770,43.104349,-77.882417,"(43.104349, -77.882417)"
ROCHESTER FIRE DEPT (CITY),28008,185 EXCHANGE BLVD SUITE 660,ROCHESTER,NY,14614,28,Monroe,5854286739,43.151658,-77.611092,"(43.151658, -77.611092)"
CLIFTON FIRE DEPARTMENT,28009,53 WHEATLAND CENTER ROAD,CLIFTON,NY,14431,28,Monroe,7168899636,43.054378,-77.814348,"(43.054378, -77.814348)"
EAST ROCHESTER FIRE DEPARTMENT,28011,415 MAIN STREET,EAST ROCHESTER,NY,14445,28,Monroe,5853811112,43.112074,-77.485572,"(43.112074, -77.485572)"
EGYPT FIRE DEPARTMENT,28012,7478 PITTSFORD-PALMYRA ROAD,FAIRPORT,NY,14450,28,Monroe,7162231992,43.064534,-77.407056,"(43.064534, -77.407056)"
FAIRPORT FIRE DEPARTMENT,28013,27 E CHURCH ST PO BOX 66124,FAIRPORT,NY,14450,28,Monroe,7162239220,43.098575,-77.440116,"(43.098575, -77.440116)"
GATES FIRE DISTRICT,28014,2355 CHILI AVENUE,ROCHESTER,NY,14624,28,Monroe,5854267932,43.129246,-77.695826,"(43.129246, -77.695826)"
RIDGE ROAD FIRE DISTRICT,28017,1299 LONG POND ROAD,ROCHESTER,NY,14626,28,Monroe,5852272123,43.207263,-77.696045,"(43.207263, -77.696045)"
HAMLIN FIRE DEPARTMENT,28018,1503 LAKE RD PO BOX 39,HAMLIN,NY,14464,28,Monroe,7169642330,43.301674,-77.921046,"(43.301674, -77.921046)"
HENRIETTA FIRE DEPARTMENT,28019,850 BAILEY ROAD,WEST HENRIETTA,NY,14586,28,Monroe,7163341234,43.072675,-77.648556,"(43.072675, -77.648556)"
HILTON FIRE DEPARTMENT,28020,120 OLD HOJACK LANE,HILTON,NY,14468,28,Monroe,7163928601,43.285366,-77.791548,"(43.285366, -77.791548)"
HONEOYE FALLS FIRE DEPARTMENT,28021,7 MONROE STREET,HONEOYE FALLS,NY,14472,28,Monroe,7166241100,42.953155,-77.591291,"(42.953155, -77.591291)"
LAKE SHORE FIRE DEPARTMENT,28023,1 LONG POND ROAD,ROCHESTER,NY,14612,28,Monroe,5857238425,43.290878,-77.673251,"(43.290878, -77.673251)"
LAURELTON FIRE DEPARTMENT,28024,405 EMPIRE BLVD,ROCHESTER,NY,14609,28,Monroe,7164828584,43.176699,-77.545902,"(43.176699, -77.545902)"
MENDON FIRE DEPARTMENT,28025,101 MENDON-IONIA RD POB 184,MENDON,NY,14506,28,Monroe,7166241738,42.95744,-77.59882,"(42.95744, -77.59882)"
MORTON FIRE DEPARTMENT,28026,1094 COUNTYLINE RD POB 129,MORTON,NY,14508,28,Monroe,5856598777,,,
MUMFORD FIRE DEPARTMENT,28027,1013 MAIN STREET PO BOX 477,MUMFORD,NY,14511,28,Monroe,7165382330,42.992798,-77.860811,"(42.992798, -77.860811)"
NORTH GREECE FIRE DEPARTMENT,28028,1766 LATTA ROAD,ROCHESTER,NY,14612,28,Monroe,5858652887,43.252955,-77.658923,"(43.252955, -77.658923)"
PENFIELD FIRE DEPARTMENT,28029,1838 PENFIELD ROAD,PENFIELD,NY,14526,28,Monroe,5855862413,43.130545,-77.474568,"(43.130545, -77.474568)"
PITTSFORD FIRE DEPARTMENT,28030,8 MONROE AVENUE,PITTSFORD,NY,14534,28,Monroe,7165868967,43.091171,-77.51606,"(43.091171, -77.51606)"
POINT PLEASANT FIRE DEPARTMENT,28031,55 EWER AVENUE,ROCHESTER,NY,14622,28,Monroe,7163232200,43.223464,-77.543058,"(43.223464, -77.543058)"
RIDGE-CULVER FIRE DEPARTMENT,28032,2960 CULVER ROAD,ROCHESTER,NY,14622,28,Monroe,5854672277,43.202314,-77.561711,"(43.202314, -77.561711)"
RUSH FIRE DEPARTMENT,28035,1971 RUSH-MENDON ROAD,RUSH,NY,14543,28,Monroe,7165332058,42.995756,-77.64288,"(42.995756, -77.64288)"
ST PAUL BOULEVARD FIRE DEPT,28036,433 COOPER ROAD,ROCHESTER,NY,14617,28,Monroe,7162664645,43.219215,-77.598759,"(43.219215, -77.598759)"
SCOTTSVILLE FIRE DEPARTMENT,28037,PO BOX 10,SCOTTSVILLE,NY,14546,28,Monroe,5858891900,43.014585,-77.766101,"(43.014585, -77.766101)"
SEA BREEZE FIRE DEPARTMENT,28038,4657 CULVER ROAD,ROCHESTER,NY,14622,28,Monroe,7163231040,43.233956,-77.543917,"(43.233956, -77.543917)"
SPENCERPORT FIRE DEPARTMENT,28039,175 LYELL AVENUE,SPENCERPORT,NY,14559,28,Monroe,7163526115,43.18617,-77.80389,"(43.18617, -77.80389)"
WALKER FIRE DEPARTMENT,28041,1420 WALKER LAKE ONT ROAD,HILTON,NY,14468,28,Monroe,7169643692,43.299893,-77.859541,"(43.299893, -77.859541)"
WEBSTER FIRE DEPARTMENT,28042,35 SOUTH AVENUE,WEBSTER,NY,14580,28,Monroe,7162653650,43.21112,-77.43039,"(43.21112, -77.43039)"
WEST BRIGHTON FIRE DEPARTMENT,28043,2695 W HENRIETTA ROAD,ROCHESTER,NY,14623,28,Monroe,7164241414,43.09773,-77.631213,"(43.09773, -77.631213)"
WEST WEBSTER FIRE DEPARTMENT,28045,1051 GRAVEL ROAD,WEBSTER,NY,14580,28,Monroe,5856713211,43.203544,-77.496846,"(43.203544, -77.496846)"
AMSTERDAM FIRE DEPARTMENT,29001,GUY PARK AVENUE EXTENSION,AMSTERDAM,NY,12010,29,Montgomery,5188431312,42.95356,-74.17751,"(42.95356, -74.17751)"
